record_no,symbol,exchange,date,period,strike,out-of-the-money %,Call/Put,IV,delta
8120,VXX,BATS,2023-06-22 00:00:00.0,7,26.13,0,P,0.501323,-0.483744
8121,VXX,BATS,2023-06-22 00:00:00.0,14,26.13,0,C,0.526867,0.525802
8122,VXX,BATS,2023-06-22 00:00:00.0,14,26.13,0,P,0.524341,-0.475108
8123,VXX,BATS,2023-06-22 00:00:00.0,21,26.13,0,C,0.571077,0.535343
8124,VXX,BATS,2023-06-22 00:00:00.0,21,26.13,0,P,0.568887,-0.466689
8125,VXX,BATS,2023-06-22 00:00:00.0,30,26.13,0,C,0.6118,0.542151
8126,VXX,BATS,2023-06-22 00:00:00.0,30,26.13,0,P,0.609488,-0.459243
8127,VXX,BATS,2023-06-22 00:00:00.0,60,26.13,0,C,0.721578,0.565846
8128,VXX,BATS,2023-06-22 00:00:00.0,60,26.13,0,P,0.718128,-0.435232
8129,VXX,BATS,2023-06-22 00:00:00.0,90,26.13,0,C,0.780079,0.580146
8130,VXX,BATS,2023-06-22 00:00:00.0,90,26.13,0,P,0.775997,-0.41709
8131,VXX,BATS,2023-06-22 00:00:00.0,120,26.13,0,C,0.818521,0.59255
8132,VXX,BATS,2023-06-22 00:00:00.0,120,26.13,0,P,0.813411,-0.401124
8133,VXX,BATS,2023-06-22 00:00:00.0,150,26.13,0,C,0.840742,0.601445
8134,VXX,BATS,2023-06-22 00:00:00.0,150,26.13,0,P,0.835055,-0.387626
8135,VXX,BATS,2023-06-22 00:00:00.0,180,26.13,0,C,0.855478,0.610154
8136,VXX,BATS,2023-06-22 00:00:00.0,180,26.13,0,P,0.848853,-0.375517
8137,VXX,BATS,2023-06-22 00:00:00.0,270,26.13,0,C,0.880459,0.651729
8138,VXX,BATS,2023-06-22 00:00:00.0,270,26.13,0,P,0.865383,-0.345119
8139,VXX,BATS,2023-06-22 00:00:00.0,360,26.13,0,C,0.891875,0.669356
8140,VXX,BATS,2023-06-22 00:00:00.0,360,26.13,0,P,0.872805,-0.322357
8141,VXX,BATS,2023-06-21 00:00:00.0,7,26.809,0,C,0.559541,0.506915
8142,VXX,BATS,2023-06-21 00:00:00.0,7,26.809,0,P,0.558505,-0.490696
8143,VXX,BATS,2023-06-21 00:00:00.0,14,26.809,0,C,0.569007,0.523315
8144,VXX,BATS,2023-06-21 00:00:00.0,14,26.809,0,P,0.56671,-0.475879
8145,VXX,BATS,2023-06-21 00:00:00.0,21,26.809,0,C,0.626351,0.537772
8146,VXX,BATS,2023-06-21 00:00:00.0,21,26.809,0,P,0.614449,-0.464697
8147,VXX,BATS,2023-06-21 00:00:00.0,30,26.809,0,C,0.651482,0.54612
8148,VXX,BATS,2023-06-21 00:00:00.0,30,26.809,0,P,0.649229,-0.45637
8149,VXX,BATS,2023-06-21 00:00:00.0,60,26.809,0,C,0.742827,0.566176
8150,VXX,BATS,2023-06-21 00:00:00.0,60,26.809,0,P,0.739474,-0.434063
8151,VXX,BATS,2023-06-21 00:00:00.0,90,26.809,0,C,0.799137,0.581854
8152,VXX,BATS,2023-06-21 00:00:00.0,90,26.809,0,P,0.794746,-0.415386
8153,VXX,BATS,2023-06-21 00:00:00.0,120,26.809,0,C,0.828339,0.597613
8154,VXX,BATS,2023-06-21 00:00:00.0,120,26.809,0,P,0.821721,-0.399504
8155,VXX,BATS,2023-06-21 00:00:00.0,150,26.809,0,C,0.845377,0.611329
8156,VXX,BATS,2023-06-21 00:00:00.0,150,26.809,0,P,0.837489,-0.385988
8157,VXX,BATS,2023-06-21 00:00:00.0,180,26.809,0,C,0.856666,0.622276
8158,VXX,BATS,2023-06-21 00:00:00.0,180,26.809,0,P,0.848118,-0.374242
8159,VXX,BATS,2023-06-21 00:00:00.0,270,26.809,0,C,0.890817,0.632949
8160,VXX,BATS,2023-06-21 00:00:00.0,270,26.809,0,P,0.877916,-0.344334
8161,VXX,BATS,2023-06-21 00:00:00.0,360,26.809,0,C,0.912856,0.652556
8162,VXX,BATS,2023-06-21 00:00:00.0,360,26.809,0,P,0.895459,-0.318946
8163,VXX,BATS,2023-06-20 00:00:00.0,7,27.37,0,C,0.598934,0.519198
8164,VXX,BATS,2023-06-20 00:00:00.0,7,27.37,0,P,0.592911,-0.481205
8165,VXX,BATS,2023-06-20 00:00:00.0,14,27.37,0,C,0.605414,0.525568
8166,VXX,BATS,2023-06-20 00:00:00.0,14,27.37,0,P,0.604261,-0.473969
8167,VXX,BATS,2023-06-20 00:00:00.0,21,27.37,0,C,0.634387,0.534681
8168,VXX,BATS,2023-06-20 00:00:00.0,21,27.37,0,P,0.632695,-0.465647
8169,VXX,BATS,2023-06-20 00:00:00.0,30,27.37,0,C,0.686427,0.543644
8170,VXX,BATS,2023-06-20 00:00:00.0,30,27.37,0,P,0.684466,-0.456417
8171,VXX,BATS,2023-06-20 00:00:00.0,60,27.37,0,C,0.756903,0.56798
8172,VXX,BATS,2023-06-20 00:00:00.0,60,27.37,0,P,0.753079,-0.432832
8173,VXX,BATS,2023-06-20 00:00:00.0,90,27.37,0,C,0.788453,0.584371
8174,VXX,BATS,2023-06-20 00:00:00.0,90,27.37,0,P,0.783116,-0.415628
8175,VXX,BATS,2023-06-20 00:00:00.0,120,27.37,0,C,0.844123,0.601541
8176,VXX,BATS,2023-06-20 00:00:00.0,120,27.37,0,P,0.836926,-0.397537
8177,VXX,BATS,2023-06-20 00:00:00.0,150,27.37,0,C,0.875829,0.61541
8178,VXX,BATS,2023-06-20 00:00:00.0,150,27.37,0,P,0.867612,-0.382472
8179,VXX,BATS,2023-06-20 00:00:00.0,180,27.37,0,C,0.89535,0.626808
8180,VXX,BATS,2023-06-20 00:00:00.0,180,27.37,0,P,0.886459,-0.369516
8181,VXX,BATS,2023-06-20 00:00:00.0,270,27.37,0,C,0.910641,0.645547
8182,VXX,BATS,2023-06-20 00:00:00.0,270,27.37,0,P,0.899047,-0.340667
8183,VXX,BATS,2023-06-20 00:00:00.0,360,27.37,0,C,0.922871,0.656395
8184,VXX,BATS,2023-06-20 00:00:00.0,360,27.37,0,P,0.909605,-0.316513
8185,VXX,BATS,2023-06-16 00:00:00.0,7,27.37,0,C,0.486922,0.517293
8186,VXX,BATS,2023-06-16 00:00:00.0,7,27.37,0,P,0.486503,-0.483324
8187,VXX,BATS,2023-06-16 00:00:00.0,14,27.37,0,C,0.595547,0.521458
8188,VXX,BATS,2023-06-16 00:00:00.0,14,27.37,0,P,0.594362,-0.476536
8189,VXX,BATS,2023-06-16 00:00:00.0,21,27.37,0,C,0.604281,0.531522
8190,VXX,BATS,2023-06-16 00:00:00.0,21,27.37,0,P,0.603313,-0.467876
8191,VXX,BATS,2023-06-16 00:00:00.0,30,27.37,0,C,0.656338,0.541011
8192,VXX,BATS,2023-06-16 00:00:00.0,30,27.37,0,P,0.654507,-0.458468
8193,VXX,BATS,2023-06-16 00:00:00.0,60,27.37,0,C,0.743147,0.560245
8194,VXX,BATS,2023-06-16 00:00:00.0,60,27.37,0,P,0.740429,-0.435921
8195,VXX,BATS,2023-06-16 00:00:00.0,90,27.37,0,C,0.782891,0.575527
8196,VXX,BATS,2023-06-16 00:00:00.0,90,27.37,0,P,0.779137,-0.418023
8197,VXX,BATS,2023-06-16 00:00:00.0,120,27.37,0,C,0.824732,0.591635
8198,VXX,BATS,2023-06-16 00:00:00.0,120,27.37,0,P,0.818733,-0.400874
8199,VXX,BATS,2023-06-16 00:00:00.0,150,27.37,0,C,0.849432,0.605559
8200,VXX,BATS,2023-06-16 00:00:00.0,150,27.37,0,P,0.842137,-0.386372
8201,VXX,BATS,2023-06-16 00:00:00.0,180,27.37,0,C,0.865507,0.618088
8202,VXX,BATS,2023-06-16 00:00:00.0,180,27.37,0,P,0.857384,-0.373702
8203,VXX,BATS,2023-06-16 00:00:00.0,270,27.37,0,C,0.890079,0.64706
8204,VXX,BATS,2023-06-16 00:00:00.0,270,27.37,0,P,0.876417,-0.343831
8205,VXX,BATS,2023-06-16 00:00:00.0,360,27.37,0,C,0.884639,0.660671
8206,VXX,BATS,2023-06-16 00:00:00.0,360,27.37,0,P,0.867601,-0.323414
8207,VXX,BATS,2023-06-15 00:00:00.0,7,28.26,0,C,0.957157,0.415903
8208,VXX,BATS,2023-06-15 00:00:00.0,7,28.26,0,P,0.933902,-0.554376
8209,VXX,BATS,2023-06-15 00:00:00.0,14,28.26,0,C,0.710663,0.425422
8210,VXX,BATS,2023-06-15 00:00:00.0,14,28.26,0,P,0.708125,-0.542702
8211,VXX,BATS,2023-06-15 00:00:00.0,21,28.26,0,C,0.649516,0.521631
8212,VXX,BATS,2023-06-15 00:00:00.0,21,28.26,0,P,0.655648,-0.472514
8213,VXX,BATS,2023-06-15 00:00:00.0,30,28.26,0,C,0.754149,0.548722
8214,VXX,BATS,2023-06-15 00:00:00.0,30,28.26,0,P,0.781544,-0.450721
8215,VXX,BATS,2023-06-15 00:00:00.0,60,28.26,0,C,0.802833,0.546419
8216,VXX,BATS,2023-06-15 00:00:00.0,60,28.26,0,P,0.833857,-0.434794
8217,VXX,BATS,2023-06-15 00:00:00.0,90,28.26,0,C,0.776253,0.557949
8218,VXX,BATS,2023-06-15 00:00:00.0,90,28.26,0,P,0.771751,-0.423309
8219,VXX,BATS,2023-06-15 00:00:00.0,120,28.26,0,C,0.821013,0.580995
8220,VXX,BATS,2023-06-15 00:00:00.0,120,28.26,0,P,0.812554,-0.403536
8221,VXX,BATS,2023-06-15 00:00:00.0,150,28.26,0,C,0.849999,0.606346
8222,VXX,BATS,2023-06-15 00:00:00.0,150,28.26,0,P,0.840264,-0.386485
8223,VXX,BATS,2023-06-15 00:00:00.0,180,28.26,0,C,0.868787,0.633881
8224,VXX,BATS,2023-06-15 00:00:00.0,180,28.26,0,P,0.858241,-0.371931
8225,VXX,BATS,2023-06-15 00:00:00.0,270,28.26,0,C,0.927234,0.632341
8226,VXX,BATS,2023-06-15 00:00:00.0,270,28.26,0,P,0.916737,-0.338712
8227,VXX,BATS,2023-06-15 00:00:00.0,360,28.26,0,C,0.917401,0.645068
8228,VXX,BATS,2023-06-15 00:00:00.0,360,28.26,0,P,0.903495,-0.317698
8229,VXX,BATS,2023-06-14 00:00:00.0,7,27.55,0,C,0.540438,0.520199
8230,VXX,BATS,2023-06-14 00:00:00.0,7,27.55,0,P,0.522867,-0.48136
8231,VXX,BATS,2023-06-14 00:00:00.0,14,27.55,0,C,0.562412,0.529119
8232,VXX,BATS,2023-06-14 00:00:00.0,14,27.55,0,P,0.551115,-0.47298
8233,VXX,BATS,2023-06-14 00:00:00.0,21,27.55,0,C,0.572294,0.535315
8234,VXX,BATS,2023-06-14 00:00:00.0,21,27.55,0,P,0.568601,-0.466729
8235,VXX,BATS,2023-06-14 00:00:00.0,30,27.55,0,C,0.622334,0.54446
8236,VXX,BATS,2023-06-14 00:00:00.0,30,27.55,0,P,0.619995,-0.457912
8237,VXX,BATS,2023-06-14 00:00:00.0,60,27.55,0,C,0.737863,0.565661
8238,VXX,BATS,2023-06-14 00:00:00.0,60,27.55,0,P,0.734178,-0.434509
8239,VXX,BATS,2023-06-14 00:00:00.0,90,27.55,0,C,0.792302,0.58271
8240,VXX,BATS,2023-06-14 00:00:00.0,90,27.55,0,P,0.787571,-0.415702
8241,VXX,BATS,2023-06-14 00:00:00.0,120,27.55,0,C,0.84525,0.59971
8242,VXX,BATS,2023-06-14 00:00:00.0,120,27.55,0,P,0.838402,-0.397733
8243,VXX,BATS,2023-06-14 00:00:00.0,150,27.55,0,C,0.877553,0.61405
8244,VXX,BATS,2023-06-14 00:00:00.0,150,27.55,0,P,0.869407,-0.382495
8245,VXX,BATS,2023-06-14 00:00:00.0,180,27.55,0,C,0.898443,0.626328
8246,VXX,BATS,2023-06-14 00:00:00.0,180,27.55,0,P,0.889477,-0.369264
8247,VXX,BATS,2023-06-14 00:00:00.0,270,27.55,0,C,0.881265,0.642923
8248,VXX,BATS,2023-06-14 00:00:00.0,270,27.55,0,P,0.86991,-0.345023
8249,VXX,BATS,2023-06-14 00:00:00.0,360,27.55,0,C,0.87694,0.656718
8250,VXX,BATS,2023-06-14 00:00:00.0,360,27.55,0,P,0.861504,-0.324599
8251,VXX,BATS,2023-06-13 00:00:00.0,7,28.39,0,C,0.615331,0.516259
8252,VXX,BATS,2023-06-13 00:00:00.0,7,28.39,0,P,0.61466,-0.482792
8253,VXX,BATS,2023-06-13 00:00:00.0,14,28.39,0,C,0.62035,0.525707
8254,VXX,BATS,2023-06-13 00:00:00.0,14,28.39,0,P,0.61923,-0.473633
8255,VXX,BATS,2023-06-13 00:00:00.0,21,28.39,0,C,0.625761,0.533001
8256,VXX,BATS,2023-06-13 00:00:00.0,21,28.39,0,P,0.624351,-0.466647
8257,VXX,BATS,2023-06-13 00:00:00.0,30,28.39,0,C,0.6578,0.542766
8258,VXX,BATS,2023-06-13 00:00:00.0,30,28.39,0,P,0.655821,-0.457618
8259,VXX,BATS,2023-06-13 00:00:00.0,60,28.39,0,C,0.75236,0.565047
8260,VXX,BATS,2023-06-13 00:00:00.0,60,28.39,0,P,0.748989,-0.433922
8261,VXX,BATS,2023-06-13 00:00:00.0,90,28.39,0,C,0.791436,0.579985
8262,VXX,BATS,2023-06-13 00:00:00.0,90,28.39,0,P,0.787067,-0.416348
8263,VXX,BATS,2023-06-13 00:00:00.0,120,28.39,0,C,0.823211,0.59402
8264,VXX,BATS,2023-06-13 00:00:00.0,120,28.39,0,P,0.817114,-0.400537
8265,VXX,BATS,2023-06-13 00:00:00.0,150,28.39,0,C,0.843158,0.605881
8266,VXX,BATS,2023-06-13 00:00:00.0,150,28.39,0,P,0.83594,-0.386923
8267,VXX,BATS,2023-06-13 00:00:00.0,180,28.39,0,C,0.856198,0.615942
8268,VXX,BATS,2023-06-13 00:00:00.0,180,28.39,0,P,0.848259,-0.374969
8269,VXX,BATS,2023-06-13 00:00:00.0,270,28.39,0,C,0.875209,0.645717
8270,VXX,BATS,2023-06-13 00:00:00.0,270,28.39,0,P,0.863428,-0.345808
8271,VXX,BATS,2023-06-13 00:00:00.0,360,28.39,0,C,0.890357,0.66186
8272,VXX,BATS,2023-06-13 00:00:00.0,360,28.39,0,P,0.874544,-0.322397
8273,VXX,BATS,2023-06-12 00:00:00.0,7,28.48,0,C,0.673153,0.522185
8274,VXX,BATS,2023-06-12 00:00:00.0,7,28.48,0,P,0.668385,-0.478606
8275,VXX,BATS,2023-06-12 00:00:00.0,14,28.48,0,C,0.646824,0.529242
8276,VXX,BATS,2023-06-12 00:00:00.0,14,28.48,0,P,0.645468,-0.471259
8277,VXX,BATS,2023-06-12 00:00:00.0,21,28.48,0,C,0.65024,0.53586
8278,VXX,BATS,2023-06-12 00:00:00.0,21,28.48,0,P,0.648905,-0.464677
8279,VXX,BATS,2023-06-12 00:00:00.0,30,28.48,0,C,0.674756,0.542984
8280,VXX,BATS,2023-06-12 00:00:00.0,30,28.48,0,P,0.672999,-0.457014
8281,VXX,BATS,2023-06-12 00:00:00.0,60,28.48,0,C,0.757441,0.567152
8282,VXX,BATS,2023-06-12 00:00:00.0,60,28.48,0,P,0.753888,-0.433022
8283,VXX,BATS,2023-06-12 00:00:00.0,90,28.48,0,C,0.793151,0.581104
8284,VXX,BATS,2023-06-12 00:00:00.0,90,28.48,0,P,0.788594,-0.415987
8285,VXX,BATS,2023-06-12 00:00:00.0,120,28.48,0,C,0.822359,0.594934
8286,VXX,BATS,2023-06-12 00:00:00.0,120,28.48,0,P,0.816134,-0.400467
8287,VXX,BATS,2023-06-12 00:00:00.0,150,28.48,0,C,0.841164,0.606653
8288,VXX,BATS,2023-06-12 00:00:00.0,150,28.48,0,P,0.833816,-0.387042
8289,VXX,BATS,2023-06-12 00:00:00.0,180,28.48,0,C,0.853471,0.616568
8290,VXX,BATS,2023-06-12 00:00:00.0,180,28.48,0,P,0.845398,-0.375234
8291,VXX,BATS,2023-06-12 00:00:00.0,270,28.48,0,C,0.873684,0.639542
8292,VXX,BATS,2023-06-12 00:00:00.0,270,28.48,0,P,0.860957,-0.346512
8293,VXX,BATS,2023-06-12 00:00:00.0,360,28.48,0,C,0.887062,0.655608
8294,VXX,BATS,2023-06-12 00:00:00.0,360,28.48,0,P,0.870944,-0.323107
8295,VXX,BATS,2023-06-09 00:00:00.0,7,28.34,0,C,0.618061,0.521117
8296,VXX,BATS,2023-06-09 00:00:00.0,7,28.34,0,P,0.607524,-0.479929
8297,VXX,BATS,2023-06-09 00:00:00.0,14,28.34,0,C,0.59515,0.528218
8298,VXX,BATS,2023-06-09 00:00:00.0,14,28.34,0,P,0.593896,-0.472652
8299,VXX,BATS,2023-06-09 00:00:00.0,21,28.34,0,C,0.622868,0.535452
8300,VXX,BATS,2023-06-09 00:00:00.0,21,28.34,0,P,0.621258,-0.465493
8301,VXX,BATS,2023-06-09 00:00:00.0,30,28.34,0,C,0.640879,0.542651
8302,VXX,BATS,2023-06-09 00:00:00.0,30,28.34,0,P,0.63865,-0.458168
8303,VXX,BATS,2023-06-09 00:00:00.0,60,28.34,0,C,0.742336,0.562458
8304,VXX,BATS,2023-06-09 00:00:00.0,60,28.34,0,P,0.739216,-0.435246
8305,VXX,BATS,2023-06-09 00:00:00.0,90,28.34,0,C,0.778882,0.580882
8306,VXX,BATS,2023-06-09 00:00:00.0,90,28.34,0,P,0.774244,-0.417037
8307,VXX,BATS,2023-06-09 00:00:00.0,120,28.34,0,C,0.809393,0.595367
8308,VXX,BATS,2023-06-09 00:00:00.0,120,28.34,0,P,0.803139,-0.401486
8309,VXX,BATS,2023-06-09 00:00:00.0,150,28.34,0,C,0.831329,0.606787
8310,VXX,BATS,2023-06-09 00:00:00.0,150,28.34,0,P,0.823966,-0.388005
8311,VXX,BATS,2023-06-09 00:00:00.0,180,28.34,0,C,0.845636,0.616174
8312,VXX,BATS,2023-06-09 00:00:00.0,180,28.34,0,P,0.837562,-0.376163
8313,VXX,BATS,2023-06-09 00:00:00.0,270,28.34,0,C,0.877725,0.640029
8314,VXX,BATS,2023-06-09 00:00:00.0,270,28.34,0,P,0.86596,-0.345793
8315,VXX,BATS,2023-06-09 00:00:00.0,360,28.34,0,C,0.885829,0.653247
8316,VXX,BATS,2023-06-09 00:00:00.0,360,28.34,0,P,0.871755,-0.323061
8317,VXX,BATS,2023-06-08 00:00:00.0,7,28.2,0,C,0.612376,0.515026
8318,VXX,BATS,2023-06-08 00:00:00.0,7,28.2,0,P,0.611361,-0.483748
8319,VXX,BATS,2023-06-08 00:00:00.0,14,28.2,0,C,0.560611,0.520294
8320,VXX,BATS,2023-06-08 00:00:00.0,14,28.2,0,P,0.559849,-0.477748
8321,VXX,BATS,2023-06-08 00:00:00.0,21,28.2,0,C,0.5939,0.531006
8322,VXX,BATS,2023-06-08 00:00:00.0,21,28.2,0,P,0.592367,-0.468369
8323,VXX,BATS,2023-06-08 00:00:00.0,30,28.2,0,C,0.608559,0.53852
8324,VXX,BATS,2023-06-08 00:00:00.0,30,28.2,0,P,0.606615,-0.460953
8325,VXX,BATS,2023-06-08 00:00:00.0,60,28.2,0,C,0.714914,0.560765
8326,VXX,BATS,2023-06-08 00:00:00.0,60,28.2,0,P,0.711843,-0.437179
8327,VXX,BATS,2023-06-08 00:00:00.0,90,28.2,0,C,0.764324,0.579684
8328,VXX,BATS,2023-06-08 00:00:00.0,90,28.2,0,P,0.759978,-0.418294
8329,VXX,BATS,2023-06-08 00:00:00.0,120,28.2,0,C,0.79973,0.593313
8330,VXX,BATS,2023-06-08 00:00:00.0,120,28.2,0,P,0.793932,-0.402646
8331,VXX,BATS,2023-06-08 00:00:00.0,150,28.2,0,C,0.822765,0.604469
8332,VXX,BATS,2023-06-08 00:00:00.0,150,28.2,0,P,0.815885,-0.389128
8333,VXX,BATS,2023-06-08 00:00:00.0,180,28.2,0,C,0.837769,0.613498
8334,VXX,BATS,2023-06-08 00:00:00.0,180,28.2,0,P,0.830198,-0.377286
8335,VXX,BATS,2023-06-08 00:00:00.0,270,28.2,0,C,0.848419,0.641391
8336,VXX,BATS,2023-06-08 00:00:00.0,270,28.2,0,P,0.837192,-0.349761
8337,VXX,BATS,2023-06-08 00:00:00.0,360,28.2,0,C,0.869675,0.652794
8338,VXX,BATS,2023-06-08 00:00:00.0,360,28.2,0,P,0.857478,-0.325421
8339,VXX,BATS,2023-06-07 00:00:00.0,7,28.92,0,C,0.636844,0.519525
8340,VXX,BATS,2023-06-07 00:00:00.0,7,28.92,0,P,0.63382,-0.48056
8341,VXX,BATS,2023-06-07 00:00:00.0,14,28.92,0,C,0.578694,0.525644
8342,VXX,BATS,2023-06-07 00:00:00.0,14,28.92,0,P,0.57732,-0.474354
8343,VXX,BATS,2023-06-07 00:00:00.0,21,28.92,0,C,0.595409,0.535614
8344,VXX,BATS,2023-06-07 00:00:00.0,21,28.92,0,P,0.588227,-0.466228
8345,VXX,BATS,2023-06-07 00:00:00.0,30,28.92,0,C,0.62829,0.543907
8346,VXX,BATS,2023-06-07 00:00:00.0,30,28.92,0,P,0.588949,-0.459714
8347,VXX,BATS,2023-06-07 00:00:00.0,60,28.92,0,C,0.694797,0.558888
8348,VXX,BATS,2023-06-07 00:00:00.0,60,28.92,0,P,0.692331,-0.43879
8349,VXX,BATS,2023-06-07 00:00:00.0,90,28.92,0,C,0.735962,0.57191
8350,VXX,BATS,2023-06-07 00:00:00.0,90,28.92,0,P,0.732755,-0.42213
8351,VXX,BATS,2023-06-07 00:00:00.0,120,28.92,0,C,0.786937,0.589837
8352,VXX,BATS,2023-06-07 00:00:00.0,120,28.92,0,P,0.781174,-0.404421
8353,VXX,BATS,2023-06-07 00:00:00.0,150,28.92,0,C,0.827179,0.608157
8354,VXX,BATS,2023-06-07 00:00:00.0,150,28.92,0,P,0.819347,-0.388271
8355,VXX,BATS,2023-06-07 00:00:00.0,180,28.92,0,C,0.852953,0.625361
8356,VXX,BATS,2023-06-07 00:00:00.0,180,28.92,0,P,0.843837,-0.374464
8357,VXX,BATS,2023-06-07 00:00:00.0,270,28.92,0,C,0.817288,0.634462
8358,VXX,BATS,2023-06-07 00:00:00.0,270,28.92,0,P,0.804854,-0.354843
8359,VXX,BATS,2023-06-07 00:00:00.0,360,28.92,0,C,0.813495,0.65347
8360,VXX,BATS,2023-06-07 00:00:00.0,360,28.92,0,P,0.796607,-0.335469
8361,VXX,BATS,2023-06-06 00:00:00.0,7,28.78,0,C,0.606306,0.521392
8362,VXX,BATS,2023-06-06 00:00:00.0,7,28.78,0,P,0.557943,-0.480686
8363,VXX,BATS,2023-06-06 00:00:00.0,14,28.78,0,C,0.551096,0.528821
8364,VXX,BATS,2023-06-06 00:00:00.0,14,28.78,0,P,0.518877,-0.473913
8365,VXX,BATS,2023-06-06 00:00:00.0,21,28.78,0,C,0.594666,0.536734
8366,VXX,BATS,2023-06-06 00:00:00.0,21,28.78,0,P,0.543907,-0.467284
8367,VXX,BATS,2023-06-06 00:00:00.0,30,28.78,0,C,0.706507,0.548691
8368,VXX,BATS,2023-06-06 00:00:00.0,30,28.78,0,P,0.556947,-0.460479
8369,VXX,BATS,2023-06-06 00:00:00.0,60,28.78,0,C,0.75602,0.557969
8370,VXX,BATS,2023-06-06 00:00:00.0,60,28.78,0,P,0.730279,-0.437787
8371,VXX,BATS,2023-06-06 00:00:00.0,90,28.78,0,C,0.736443,0.564959
8372,VXX,BATS,2023-06-06 00:00:00.0,90,28.78,0,P,0.761296,-0.421272
8373,VXX,BATS,2023-06-06 00:00:00.0,120,28.78,0,C,0.759499,0.588619
8374,VXX,BATS,2023-06-06 00:00:00.0,120,28.78,0,P,0.785032,-0.403709
8375,VXX,BATS,2023-06-06 00:00:00.0,150,28.78,0,C,0.802008,0.607389
8376,VXX,BATS,2023-06-06 00:00:00.0,150,28.78,0,P,0.815488,-0.388415
8377,VXX,BATS,2023-06-06 00:00:00.0,180,28.78,0,C,0.829137,0.625125
8378,VXX,BATS,2023-06-06 00:00:00.0,180,28.78,0,P,0.835176,-0.375223
8379,VXX,BATS,2023-06-06 00:00:00.0,270,28.78,0,C,0.857692,0.612128
8380,VXX,BATS,2023-06-06 00:00:00.0,270,28.78,0,P,0.849561,-0.349846
8381,VXX,BATS,2023-06-06 00:00:00.0,360,28.78,0,C,0.856126,0.626607
8382,VXX,BATS,2023-06-06 00:00:00.0,360,28.78,0,P,0.844417,-0.328428
8383,VXX,BATS,2023-06-05 00:00:00.0,7,30.53,0,C,0.618913,0.521663
8384,VXX,BATS,2023-06-05 00:00:00.0,7,30.53,0,P,0.54607,-0.480917
8385,VXX,BATS,2023-06-05 00:00:00.0,14,30.53,0,C,0.578685,0.526483
8386,VXX,BATS,2023-06-05 00:00:00.0,14,30.53,0,P,0.540114,-0.475111
8387,VXX,BATS,2023-06-05 00:00:00.0,21,30.53,0,C,0.553071,0.528362
8388,VXX,BATS,2023-06-05 00:00:00.0,21,30.53,0,P,0.551755,-0.470627
8389,VXX,BATS,2023-06-05 00:00:00.0,30,30.53,0,C,0.568854,0.541562
8390,VXX,BATS,2023-06-05 00:00:00.0,30,30.53,0,P,0.551961,-0.461319
8391,VXX,BATS,2023-06-05 00:00:00.0,60,30.53,0,C,0.646339,0.562509
8392,VXX,BATS,2023-06-05 00:00:00.0,60,30.53,0,P,0.640846,-0.4401
8393,VXX,BATS,2023-06-05 00:00:00.0,90,30.53,0,C,0.698165,0.57307
8394,VXX,BATS,2023-06-05 00:00:00.0,90,30.53,0,P,0.693887,-0.424448
8395,VXX,BATS,2023-06-05 00:00:00.0,120,30.53,0,C,0.746959,0.58547
8396,VXX,BATS,2023-06-05 00:00:00.0,120,30.53,0,P,0.74129,-0.408633
8397,VXX,BATS,2023-06-05 00:00:00.0,150,30.53,0,C,0.783615,0.59982
8398,VXX,BATS,2023-06-05 00:00:00.0,150,30.53,0,P,0.776374,-0.393736
8399,VXX,BATS,2023-06-05 00:00:00.0,180,30.53,0,C,0.807127,0.612429
8400,VXX,BATS,2023-06-05 00:00:00.0,180,30.53,0,P,0.798908,-0.380889
8401,VXX,BATS,2023-06-05 00:00:00.0,270,30.53,0,C,0.845829,0.643819
8402,VXX,BATS,2023-06-05 00:00:00.0,270,30.53,0,P,0.833095,-0.350197
8403,VXX,BATS,2023-06-05 00:00:00.0,360,30.53,0,C,0.857261,0.656692
8404,VXX,BATS,2023-06-05 00:00:00.0,360,30.53,0,P,0.842333,-0.327833
8405,VXX,BATS,2023-06-02 00:00:00.0,7,31.25,0,C,0.523331,0.515171
8406,VXX,BATS,2023-06-02 00:00:00.0,7,31.25,0,P,0.522769,-0.484365
8407,VXX,BATS,2023-06-02 00:00:00.0,14,31.25,0,C,0.54971,0.512657
8408,VXX,BATS,2023-06-02 00:00:00.0,14,31.25,0,P,0.549036,-0.483538
8409,VXX,BATS,2023-06-02 00:00:00.0,21,31.25,0,C,0.541158,0.521489
8410,VXX,BATS,2023-06-02 00:00:00.0,21,31.25,0,P,0.540394,-0.474815
8411,VXX,BATS,2023-06-02 00:00:00.0,30,31.25,0,C,0.579532,0.53368
